nom_clean,nom_gare,x,y,Trafic,Ville,ligne
RUEDUBAC,Rue du Bac,48.85569,2.325607,1423364.0,Paris,12
RUESTMAUR,Rue Saint-Maur,48.864335,2.379448,2004445.0,Paris,3
STAMBROISE,Saint-Ambroise,48.861295,2.374211,2158466.0,Paris,9
STAUGUSTIN,Saint-Augustin,48.874441,2.322133,1934106.0,Paris,9
STDENISPORTEDEPARIS,Saint-Denis—Porte de Paris,48.93028,2.35778,3355836.0,Saint-Denis,13
STDENISUNIVERSITE,Saint-Denis—Université,48.94583,2.36361,3569990.0,Saint-Denis,13
STFARGEAU,Saint-Fargeau,48.872083,2.40452,472258.0,Paris,3bis
STFRANCOISXAVIER,Saint-François-Xavier,48.851951,2.314475,1213378.0,Paris,13
STGEORGES,Saint-Georges,48.878449,2.337382,1258381.0,Paris,12
STGERMAINDESPRES,Saint-Germain-des-Prés,48.853889,2.333333,2378860.0,Paris,4
STJACQUES,Saint-Jacques,48.832913,2.337081,1407837.0,Paris,6
STLAZARE,Saint-Lazare,48.87549,2.32664,33128384.0,Paris,3
STLAZARE,Saint-Lazare,48.87549,2.32664,33128384.0,Paris,12
STLAZARE,Saint-Lazare,48.87549,2.32664,33128384.0,Paris,13
STLAZARE,Saint-Lazare,48.87549,2.32664,33128384.0,Paris,14
STMANDE,Saint-Mandé,48.846111,2.418889,3944640.0,Saint-Mandé,1
STMARCEL,Saint-Marcel,48.838,2.36,1666744.0,Paris,5
STMICHEL,Saint-Michel,48.853611,2.343889,3747385.0,Paris,4
STOUEN,Saint-Ouen,48.904497,2.321806,3420852.0,"Clichy, Saint-Ouen-sur-Seine",14
STPAUL,Saint-Paul,48.855214,2.360859,4295823.0,Paris,1
STPHILIPPEDUROULE,Saint-Philippe du Roule,48.871941,2.310036,1935004.0,Paris,9
STPLACIDE,Saint-Placide,48.846844,2.326914,2391205.0,Paris,4
STSEBASTIENFROISSART,Saint-Sébastien—Froissart,48.86048,2.367358,1151192.0,Paris,8
STSULPICE,Saint-Sulpice,48.850909,2.330652,1571987.0,Paris,4
SEGUR,Ségur,48.847434,2.306853,1100151.0,Paris,10
SENTIER,Sentier,48.8676,2.3464,2222744.0,Paris,3
SEVRESBABYLONE,Sèvres—Babylone,48.85151,2.326655,3392504.0,Paris,10
SEVRESBABYLONE,Sèvres—Babylone,48.85151,2.326655,3392504.0,Paris,12
SEVRESLECOURBE,Sèvres—Lecourbe,48.845634,2.309476,1257040.0,Paris,6
SIMPLON,Simplon,48.893333,2.348333,2056501.0,Paris,4
SOLFERINO,Solférino,48.858249,2.323225,1269143.0,Paris,12
STALINGRAD,Stalingrad,48.88429,2.36586,4924583.0,Paris,2
STALINGRAD,Stalingrad,48.88429,2.36586,4924583.0,Paris,5
STALINGRAD,Stalingrad,48.88429,2.36586,4924583.0,Paris,7
STRASBOURGSTDENIS,Strasbourg—Saint-Denis,48.869722,2.353889,6345770.0,Paris,4
STRASBOURGSTDENIS,Strasbourg—Saint-Denis,48.869722,2.353889,6345770.0,Paris,8
STRASBOURGSTDENIS,Strasbourg—Saint-Denis,48.869722,2.353889,6345770.0,Paris,9
SULLYMORLAND,Sully—Morland,48.851425,2.361894,1124169.0,Paris,7
TELEGRAPHE,Télégraphe,48.875463,2.398434,1636898.0,Paris,11
TEMPLE,Temple,48.866488,2.360595,891858.0,Paris,3
TERNES,Ternes,48.877778,2.298611,2292256.0,Paris,2
TOLBIAC,Tolbiac,48.826665,2.357678,2287918.0,Paris,7
TRINITEDESTIENNEDORVES,Trinité—d'Estienne d'Orves,48.876302,2.333197,1051982.0,Paris,12
TROCADERO,Trocadéro,48.863301,2.287061,5284134.0,Paris,6
TROCADERO,Trocadéro,48.863301,2.287061,5284134.0,Paris,9
TUILERIES,Tuileries,48.864531,2.329617,1859552.0,Paris,1
VANEAU,Vaneau,48.848947,2.321557,725826.0,Paris,10
VARENNE,Varenne,48.856238,2.314921,782697.0,Paris,13
VAUGIRARD,Vaugirard,48.839649,2.301491,2482886.0,Paris,12
VAVIN,Vavin,48.842233,2.32895,1322588.0,Paris,4
VICTORHUGO,Victor Hugo,48.86972,2.285,2801041.0,Paris,2
VILLEJUIFLEOLAGRANGE,Villejuif—Léo Lagrange,48.803768,2.363927,1952627.0,Villejuif,7
VILLEJUIFLOUISARAGON,Villejuif—Louis Aragon,48.787175,2.367564,5218070.0,Villejuif,7
VILLEJUIFPAULVAILLANTCOUTURIER,Villejuif—Paul Vaillant-Couturier,48.795991,2.368248,1764879.0,Villejuif,7
VILLIERS,Villiers,48.88113,2.314867,3586376.0,Paris,2
VILLIERS,Villiers,48.88113,2.314867,3586376.0,Paris,3
VOLONTAIRES,Volontaires,48.841343,2.307504,1734848.0,Paris,12
VOLTAIRE,Voltaire,48.857803,2.380106,3454006.0,Paris,9
WAGRAM,Wagram,48.884057,2.303668,1508617.0,Paris,3
